45,2.4,1.5,-0.48533193
40,0.6,1.7,-0.12106719
47,1.2,1.1,0.5360737
40,0.45,1.55,-0.154
55,0.8,1.1,-0.55391022
30,0.45,1.7,0
35,0.45,1.55,0
35,0.45,2,0
43,2.8,1.3,0.60163196
45,2.4,1.3,-0.59285783
40,0.6,1.2,-0.17084231
35,0.45,1.95,0
40,2.8,1.75,-0.22486523
40,0.6,1.45,-0.15819173
40,0.4,1.5,-0.15682508
40,2.8,1.5,-0.47503001
57,0.6,1.4,0
57,0.45,1.15,-0.4085
53,1.2,1.6,0
65,0.45,1,0.9194
45,0.2,1.8,0
63,0.45,1.25,0.3868
57,1,1.45,0
45,0.8,1.5,-0.2944526
45,0.8,1.75,0
35,0.4,1.1,0.9272
57,0.4,1.2,-0.35764453
45,0.45,1.25,-0.2814
35,2,1.3,0
60,0.45,1,0.9223
40,0.2,1.9,0
50,0.6,1.45,-0.30930911
55,0.45,1.2,-0.3777
40,0.8,1.2,-0.19845451
40,1.6,1.3,0.35354198
45,0.6,1.2,-0.33771933
45,1.4,1.6,-0.32293601
40,0.4,2,0
45,0.45,1.2,-0.2921
40,1.8,1.3,0.39494492
57,0.2,1.2,-0.20179247
40,1,1.7,0
45,2.6,1.3,-0.60827382
60,0.6,1.1,0.52177598
43,1.8,1.35,-0.47087115
45,1.8,1.4,-0.48902214
47,0.45,1.25,-0.303
45,1.2,1.75,-0.15836203
43,1,1.8,0
43,0.2,1.1,0.91834317
55,0.2,1.25,-0.1848047
47,0.2,1.3,-0.15192057
55,1.2,1.2,-0.60226043
35,2.8,1.2,0.4239
47,1.8,1.3,-0.56184915
47,2,1.2,0.6121093
40,1,1.5,-0.12544147
35,0.6,1.4,0
45,1.6,1.5,-0.4144662
40,0.4,1.3,-0.17410361
35,2.6,1.3,0.3412
53,0.4,1.15,-0.35587131
43,1.4,1.25,0.43953089
40,1.6,1.7,0
57,0.6,1.1,-0.50201626
47,0.8,1.65,0
60,0.4,1.25,-0.34541145
47,1.8,1.8,0
57,0.4,1.3,-0.3138608
40,0.8,1.35,-0.16664662
50,0.45,1.45,0
50,1,1.6,0
45,2.6,1.7,-0.28095764
35,2.2,1.3,0.1843
43,1.2,1.05,0.91965737
35,0.2,1.7,0
40,2,1.8,0
53,0.8,1.45,0
45,2.6,1.2,0.64090703
57,0.45,1.3,-0.343
40,0.8,1.1,0.91835014
47,0.45,1.55,-0.1987
55,0.6,1.3,-0.40589182
40,1.8,1,0.92095749
45,2.6,1.4,-0.55997252
55,0.2,1.6,0
47,1.2,1.5,-0.38758798
40,0.45,1.9,0
57,0.2,1.25,-0.18662455
45,1.2,1,0.92653697
45,0.6,1.5,-0.25499977
35,1.2,1.7,0
40,2.4,1,0.56487059
65,0.4,1.3,0
40,0.6,1.85,0
43,1.2,1,0.92820549
50,0.4,1.6,0
55,0.45,1.15,-0.3968
60,0.6,1.4,0
35,3,1.5,0.3635
30,0.45,1.6,0
45,1.4,1.75,-0.14700796
45,0.45,1.4,-0.2437
45,1.6,1.8,0
45,1.6,1.6,-0.34484243
40,2.6,1.7,-0.26809455
45,2.6,1.6,-0.39182331
43,1.8,1.3,0.48857865
40,2.4,1.5,-0.41480413
37,0.45,1.8,0
47,2.2,1.2,0.63022644
40,1.4,0.9,0.94208741
43,1.4,1.2,0.45408251
55,1.2,1.45,-0.46117421
53,0.45,1.3,-0.3267
63,0.6,1.2,0.49245746
65,0.6,1.5,0
57,0.6,1.05,0.9135834
43,0.4,1.15,0.90761728
65,0.6,1.3,0
43,1.6,1.6,-0.2939734
47,0.6,1.2,-0.36893574
40,1.2,1.25,-0.2798156
57,0.4,1.4,0
45,0.4,1,0.93312882
50,1.2,1.15,0.5701161
57,0.6,1.35,0
40,1.2,1.45,-0.18601894
45,0.8,1.2,-0.38934572
45,1.6,1.3,-0.50039724
35,3,1.4,0.4068
57,0.8,1.3,-0.48780849
63,0.45,1.15,-0.4365
40,0.4,1.1,0.92111381
40,2.8,1.8,0
47,0.6,1.6,0
47,0.4,1.2,-0.29504057
43,2.6,1.75,-0.20867708
43,0.45,1.3,-0.2443
53,1.2,1.1,0.61821327
40,2.6,1.6,-0.37987876
60,0.45,1.3,0
47,2.2,1.5,-0.47277468
45,1.4,1.8,0
45,2,1,0.63664774
37,0.45,1.4,0
47,0.45,1.1,0.913
45,1,1.3,-0.40284456
40,3,1.3,0.57627608
57,0.45,1.2,-0.3878
47,1.2,1.15,0.5240223
35,0.8,1.3,0
40,3,1.1,0.61903455
40,2.8,1.7,-0.31040247
40,3.2,1.4,0.56118557
40,0.4,1.45,-0.16349836
53,0.8,1.1,-0.537224
40,3.2,1.75,-0.30448194
55,1,1.5,0
40,1.4,1.05,0.91969249
45,2.4,1.4,-0.54957253
50,0.2,1.1,0.91066302
60,0.2,1.3,0
60,1,1.35,-0.52363173
47,0.2,1.1,0.91391081
43,1.2,1.6,-0.24379941
50,0.8,0.95,0.93518635
50,0.45,1.3,-0.3102
40,0.6,1.6,-0.14019923
65,0.6,1.2,0.50035329
45,2.2,1.3,0.57405322
57,0.8,1.4,0
40,2.8,2,0
47,1,1.05,0.91837361
57,0.45,1.1,0.903
47,0.2,1.15,0.90316592
35,2.8,1.3,0.3947
40,0.6,1.15,0.91041431
50,0.2,1.4,-0.13262157
47,1.4,1.25,-0.52701164
45,2.4,1.2,0.62510948
45,2.2,1.8,0
40,0.45,1.85,0
50,0.8,1.5,-0.34076684
50,1.6,1.25,-0.59305943
40,0.45,1.5,-0.161
55,1.2,1.7,0
35,2.6,1.9,0
43,0.2,1.2,0.89717905
43,0.45,1.25,-0.2522
60,1.2,1.2,-0.63874429
43,1.4,1.75,0
50,2,1.2,0.64648224
57,1,1.1,0.62171095
43,2,1.4,-0.47938124
43,0.8,1.1,0.9148815
40,2.8,1.6,-0.41021244
43,1.2,1.8,0
47,0.45,1.4,-0.2564
40,2.6,1.3,0.52888217
45,0.2,1,0.93373251
40,1,1.6,0
40,0.2,1.1,0.92179585
55,1,1.7,0
35,0.45,1.9,0
60,1,1.2,-0.60385627
40,3,1.7,-0.34206275
43,0.2,1.3,-0.14172613
50,0.8,1.55,0
45,0.6,1.8,0
65,0.2,1.2,0.21842598
43,1,1.2,-0.37475486
43,2,1.75,-0.12305966
35,0.8,1.8,0
65,0.45,1.2,0.4194
50,0.45,1.25,-0.3278
60,0.8,1.2,-0.55282131
43,0.45,1.65,-0.1513
40,3,1.55,-0.46797087
40,2.2,1.2,0.49772821
60,1,1.3,-0.55487811
55,0.2,1.2,-0.20014323
65,0.45,1.15,0.4444
40,1.2,1,0.93071742
45,1.4,1.2,0.50176462
57,1.2,1.3,-0.57722816
40,2.4,1.45,-0.44131633
40,3.2,1.45,-0.5389092
43,2.6,1.7,-0.2983556
47,1.6,1.2,0.56848118
65,0.45,1.1,0.4681
40,1,1.15,-0.26107545
35,0.45,1.6,0
57,1.2,1.45,0
63,0.4,1.25,0
63,0.2,1.1,0.89861868
43,0.45,1.4,-0.2241
63,0.2,1.15,-0.23092553
45,0.8,1.7,-0.19468852
40,3.2,1.55,-0.48079008
65,0.4,1.5,0
43,1,1.7,-0.1667856
40,0.8,1.65,0
35,1.6,1.7,0
43,0.45,1.7,-0.1315
35,1.8,1.3,0
50,0.45,1.4,-0.2717
57,0.8,1.1,0.57348648
53,1.2,1.55,0
45,2.2,1.75,-0.13668384
55,1,1.45,0
40,0.2,1.7,0
50,2,1.65,-0.26884247
55,0.2,1.15,0.89364452
40,1.6,1.6,-0.1393101
45,1.8,1.9,0
40,0.2,1.8,0
35,2.6,1.7,0
60,1,1.1,0.64241417
40,2,1.65,-0.18236319
60,0.2,1.15,-0.22360822
65,0.2,1.1,0.89703595
40,0.8,1.8,0
40,1,1.65,0
55,0.45,1.35,0
50,0.45,1.1,0.9098
57,1.2,1.15,0.63814265
65,0.45,1.35,0
35,0.4,2.1,0
55,1.2,1.15,0.6197078
40,1.8,1.8,0
53,0.45,1.35,-0.3054
47,0.4,1.55,0
55,0.6,1.35,-0.38211911
57,1,1.2,-0.58495724
45,2.4,1.75,-0.14494564
63,0.4,1,0.92064012
35,1.4,1.2,0
63,0.6,1.25,0.46648383
37,0.45,2,0
45,1.6,1.4,-0.46306128
47,1.2,1.8,0
40,0.45,1.75,-0.1098
57,0.8,1.2,-0.53354882
40,0.2,1.65,0
43,0.6,1.7,-0.16222269
40,2.2,1,0.53763231
50,1,1.2,-0.55495274
65,0.4,1.4,0
45,1.2,1.7,-0.21749637
43,2.4,1.3,0.56490915
40,0.8,1.3,-0.17747378
47,2,1.4,-0.53919211
43,1.4,1.3,-0.42319799
43,2.2,1.7,-0.25479675
37,0.45,1.3,0
43,1.8,1.4,-0.45041622
47,1.8,1.7,-0.23549114
35,1.4,1.1,0.9168696
40,1.8,1.4,-0.35281929
60,0.45,1.2,-0.4007
47,1.6,1.25,0.55439126
47,0.45,1.45,-0.2387
43,2.6,1.5,-0.49123583
40,0.6,2,0
35,0.45,1.25,0.8985
30,0.45,1.65,0
50,1.6,1.6,-0.33280466
40,1,1.4,-0.17466003
35,0.45,1.4,0
40,1.4,1.65,0
40,2.2,1.1,0.52031531
45,2.4,1.25,0.61002448
40,2,1.1,0.48899626
40,0.2,1.5,0
43,2.6,1.9,0
47,0.8,1.2,-0.42590724
50,1.2,1.55,-0.37158095
43,2.4,1.7,-0.27870294
45,0.2,1.2,0.89397169
53,1.2,1.4,-0.49822157
47,1,1.1,-0.49972631
55,1.2,1.4,-0.50677247
55,0.2,1.5,0
47,0.45,1.2,-0.3165
45,1.4,1.7,-0.22568128
60,0.6,1.3,-0.42802138
43,1,1.75,-0.12424687
35,1.8,1.2,0
53,0.6,1.4,-0.34797784
43,0.4,1.1,0.91765849
60,0.6,1.35,0
40,1.2,1.1,0.32626557
35,3,1.6,0.2974
43,2.6,1.3,0.58481089
53,0.45,1.15,-0.3836
40,0.4,1.7,-0.11568596
45,1.4,1,0.92377197
65,0.6,0.9,0.93707558
43,2.8,1.6,-0.41594686
43,1.4,1.8,0
45,0.8,1.3,-0.36133032
47,0.8,1.6,-0.26577117
35,3,1.3,0.4395
40,2.6,1.8,0
65,0.4,0.9,0.93783144
55,0.6,1,0.92483129
65,0.2,1.5,0
40,2.2,1.45,-0.40645946
40,1.2,1.15,-0.3123092
30,0.45,1.55,0
45,0.6,1.15,-0.34968785
47,2,1.25,0.5983917
30,0.45,1.8,0
40,1.4,1.5,-0.19597503
45,1.6,2,0
47,0.45,1.5,-0.2196
50,0.2,1.3,-0.15891309
40,0.2,1.45,-0.10548652
50,0.2,1.6,0
35,2.6,1.4,0.2946
43,0.8,1.8,-0.11248852
53,0.4,1.1,0.90702785
45,0.4,1.4,-0.22570481
47,2.2,1.4,-0.55312653
43,0.45,1.8,0
50,1.2,1.7,0
50,1,1.5,-0.38271751
45,2.2,1.35,-0.55486706
50,0.45,1.5,0
43,0.45,1.55,-0.1846
60,0.45,1.4,0
47,2.2,1.7,-0.23738564
40,2.4,1.3,0.50025121
55,0.8,1.05,0.9136236
40,2.4,2,0
40,1,1.45,-0.15201724
50,0.2,1.15,0.89933748
55,1,1.1,0.59972553
43,2.6,1.8,0
50,0.6,1.2,-0.40675025
47,2,1.3,-0.58231424
53,0.2,1.2,-0.19256073
35,1.2,1.3,0
40,0.45,1.2,0.9008
47,1.2,1,0.92506801
50,2,1.6,-0.32810283
40,0.2,1.75,0
43,1,1.5,-0.27410438
47,1.4,1.8,0
40,1.6,1.8,0
40,1.2,1.5,-0.15178213
47,0.45,1.6,0
65,0.45,1.3,0
50,1,1.15,0.53351154
47,1.2,0.9,0.94063319
45,2,1.9,0
40,2.2,1.75,0
53,0.45,1.25,-0.3468
35,3,1.1,0.4908
65,0.45,1.25,0.3928
43,0.45,1.35,-0.2349
47,0.45,1.3,-0.2884
43,0.45,1.45,-0.2121
45,2.6,1.8,0
45,2.2,1.5,-0.4758768
40,0.6,1.1,0.91996709
47,0.2,1.2,-0.17531079
45,1,1.7,-0.20897002
45,0.8,1.4,-0.33006399
47,2,1.75,0
60,1.2,1.15,0.65739296
40,2,1.3,0.43320258
45,0.8,1.15,-0.40207889
40,1.2,1.3,-0.26064804
40,0.8,2,0
43,1.6,1.8,0
43,2.2,1.75,-0.15325311
35,2.2,1.8,0
40,2.2,1.6,-0.30121382
37,0.45,1.6,0
40,0.2,2,0
30,0.45,1.85,0
35,1,1.7,0
43,1.4,1.7,-0.16538234
55,1,1.2,-0.56670054
43,2.4,1.8,0
55,0.2,1.4,0
57,1.2,1.4,-0.51056652
60,0.45,1.35,0
47,1,1.7,0
45,1.2,2,0
35,1.6,1.6,0
60,0.45,1.05,0.9121
45,0.4,1.65,0
37,0.45,1.85,0
43,0.4,1.2,-0.24740327
57,0.6,1,0.9234707
50,1.6,1.5,-0.44939782
40,3,1.4,0.54351555
50,0.4,1.15,-0.33484572
57,0.2,1.4,0
43,1.2,1.5,-0.30187178
45,1.6,1.75,-0.13681107
43,2.8,1.7,-0.31218028
53,0.2,1.1,0.90769854
40,0.8,1.6,0
43,1.4,1.5,-0.33377852
40,1.2,1.8,0
63,0.45,1.05,0.9098
40,1.8,1.65,-0.11300782
55,0.6,1.05,0.91506759
47,1,1.65,-0.25769963
40,1.6,1.45,-0.2805911
35,0.6,2.1,0
43,0.8,1.2,-0.32861301
43,1.6,1.25,0.47338734
43,2,1.3,0.51678011
47,0.45,1.35,-0.2729
43,1,1,0.9305145
35,2.2,1.4,0
45,1,1.4,-0.36873226
40,2.2,1.65,-0.24134839
40,1.2,1.2,-0.29693015
37,0.45,1.55,0
50,0.8,1.1,-0.50119574
40,1.6,1.4,-0.30905955
40,2.2,1.9,0
40,0.4,1.65,-0.12818828
53,0.45,1.2,-0.3657
40,2.6,2,0
35,0.6,1.6,0
50,0.45,1.2,-0.3444
63,0.45,1.3,0
40,2,1.6,-0.25262626
57,1,1.5,0
47,0.4,1.5,-0.1994188
50,0.2,1.5,0
40,2,1.55,-0.30133314
50,1.6,1.7,0
35,0.45,1.5,0
55,0.45,1.5,0
45,1.8,1.7,-0.24661251
45,1.6,1.7,-0.23543744
40,2,1.4,-0.39307958
53,0.6,1.15,-0.45163802
40,1.4,1.8,0
40,3,1.6,-0.43332667
35,2.6,1.5,0.2192
43,0.2,1.55,0
53,1.2,1.5,-0.41055305
47,1.2,1.2,-0.51018557
47,1.6,1.7,-0.2328455
50,1.8,1.5,-0.44636751
47,1.4,1.7,-0.22909159
45,0.2,1.7,0
60,0.2,1.2,-0.20762807
43,1,1.6,-0.22824837
35,2.6,1.1,0.4002
45,2.4,1.8,0
35,0.2,2.2,0
40,3,1.8,-0.14782975
35,0.4,1.3,0
40,2.8,1.2,0.57899575
45,2.2,1.7,-0.26829401
43,2.8,1.5,-0.49711782
45,1.2,1.5,-0.35881702
65,0.6,1,0.91868073
35,1.2,1.1,0.9199
63,0.4,1.15,-0.40311415
50,1.8,1.3,-0.59515823
45,0.4,1.3,-0.25189389
43,2.2,1.9,0
53,1,1.45,-0.42999101
35,2.4,1.1,0.3448
35,2.8,1.8,0
45,0.4,1.1,0.91533025
40,0.2,1.55,0
43,1.6,1.4,-0.41859306
50,0.8,1.6,0
37,0.45,1.75,0
40,1.2,1.4,-0.2144896
43,0.2,1.25,-0.15138448
55,0.2,1.1,0.90586824
43,1.8,1.6,-0.32315159
40,0.4,1.25,-0.17421532
50,0.8,1.2,-0.46974395
50,1.8,1.8,0
40,0.8,1.75,0
40,0.6,1.75,-0.10856392
35,0.6,1.2,0.908
40,0.4,1.2,0.90108778
55,1,1.4,-0.47181272
47,0.8,1.15,-0.44004972
45,2.6,1.5,-0.47986302
43,2.8,1.35,-0.58358065
50,1.8,1.65,-0.27258796
50,0.6,1.1,0.90885637
35,3,1.2,0.4664
35,0.6,1.3,0
53,0.2,1.4,0
60,0.45,1.15,-0.4231
35,0.2,1.5,0
40,1.8,1.5,-0.29399164
57,1,1.4,-0.47902861
50,1.8,1.25,-0.61346855
40,0.6,1.25,-0.16914215
35,0.45,1.65,0
55,0.45,1.1,0.905
45,1,1.1,-0.45651915
35,2.4,1.6,0
45,0.6,1.65,-0.19273462
35,2.6,1.6,0
45,0.6,1,0.93211663
45,1.4,1.3,-0.47081747
50,1.2,1.2,-0.55495274
55,0.6,1.2,-0.4479996
43,0.8,1.85,0
35,0.45,1.7,0
57,0.6,1.3,-0.41608542
40,0.8,1.7,0
40,0.45,1.45,-0.1664
40,2.6,1.9,0
45,2,1.4,-0.51244964
35,1.8,1.1,0
37,0.45,1.5,0
43,1.6,1.75,0
45,0.2,1.55,0
43,0.4,1.3,-0.23100868
45,2.2,1.4,-0.53293235
45,0.45,1.65,0
50,1.4,1.65,0
60,0.2,1.1,0.90130755
60,0.4,1.15,-0.39097041
45,0.6,1.1,0.91418311
35,2.8,1.9,0
40,0.8,1.55,-0.11327052
57,0.4,1.35,0
45,0.2,1.6,0
53,1,1.2,-0.55126915
43,0.8,1,0.93238128
35,0.6,1.8,0
45,0.4,1.7,0
43,1,1.15,-0.3883235
45,0.4,1.6,-0.15990847
47,0.4,1.6,0
43,2.4,1.5,-0.47524104
40,2,1,0.50790254
40,1.2,1.65,0
47,1,1.6,-0.2959524
35,2.4,1.4,0.2103
45,1.8,1.2,0.56070793
35,0.6,1.7,0
45,1.8,1.75,-0.13109769
45,1.6,1.2,0.5327983
45,1.2,1.3,-0.43866302
55,0.6,1.6,0
55,0.8,1.4,-0.42266495
45,1.4,1.4,-0.43464103
43,0.2,1.5,-0.10167011
43,0.6,1.75,-0.13761779
63,0.45,1.2,0.4123
40,0.8,1.5,-0.12909322
40,0.4,1.6,-0.13917168
50,1.2,1.4,-0.47510374
35,2.8,1.5,0.3028
45,0.45,1.5,-0.213
53,0.4,1.4,0
47,0.6,1.55,-0.24749778
60,1,1.4,0
57,1,1.15,0.60435409
47,2.2,1.75,0
40,2.4,1.55,-0.38300702
35,0.2,1.8,0
40,3,1.2,0.60045687
45,1,1.2,-0.43145765
40,0.6,1.65,-0.13148697
43,0.8,1.15,-0.34032899
40,1.6,1.35,-0.3329756
63,0.6,1.3,0
60,0.8,1.1,0.59513467
35,0.2,1.3,0
47,0.2,1.55,0
40,1.4,1.15,0.3592086
40,2.6,1.4,0.49428194
40,0.6,1.8,0
65,0.4,1.2,0.38598854
47,2.2,1.3,-0.59963374
40,3.2,1.65,-0.40756378
63,0.4,1.1,-0.42592156
45,0.45,1.1,0.9151
55,0.8,1.5,0
40,2.4,1.7,-0.21411868
50,0.45,1.15,-0.3602
60,1.2,1.4,0
40,2.4,1.4,0.46389522
